Date,Australia/US,British/US,Canadian/US,Dutch/US,French/US,German/US,Japanese/US,Swiss/US
1993-12-30,1.479,0.68,1.33,1.942,5.898,1.735,112,1.484
1993-12-31,1.474,0.68,1.33,1.947,5.919,1.74,111.7,1.488
1994-01-03,1.462,0.68,1.32,1.95,5.928,1.742,112.5,1.491
1994-01-04,1.461,0.67,1.32,1.944,5.905,1.738,112.75,1.488
1994-01-05,1.458,0.67,1.32,1.947,5.907,1.741,113.1,1.481
1994-01-06,1.462,0.67,1.32,1.949,5.92,1.743,112.75,1.481
1994-01-07,1.457,0.67,1.32,1.937,5.891,1.732,111.97,1.47
1994-01-10,1.457,0.67,1.32,1.942,5.911,1.734,112.38,1.473
1994-01-11,1.448,0.67,1.32,1.948,5.918,1.74,112.35,1.478
1994-01-12,1.449,0.67,1.32,1.943,5.897,1.735,112.4,1.466
1994-01-13,1.448,0.67,1.32,1.961,5.941,1.751,111.92,1.478
1994-01-14,1.449,0.67,1.32,1.961,5.941,1.751,111.24,1.481
1994-01-18,1.437,0.67,1.32,1.956,5.933,1.747,110.75,1.464
1994-01-19,1.427,0.67,1.31,1.956,5.937,1.747,110.85,1.461
1994-01-20,1.422,0.67,1.31,1.947,5.91,1.737,111.6,1.454
1994-01-21,1.423,0.67,1.31,1.96,5.932,1.747,111.25,1.465
1994-01-24,1.422,0.67,1.31,1.962,5.941,1.751,111.8,1.465
1994-01-25,1.412,0.67,1.31,1.964,5.942,1.754,111.15,1.471
1994-01-26,1.411,0.67,1.31,1.957,5.931,1.747,110.28,1.471
1994-01-27,1.41,0.67,1.31,1.956,5.927,1.745,109.62,1.472
1994-01-28,1.411,0.67,1.32,1.942,5.895,1.733,109.45,1.463
1994-01-31,1.411,0.67,1.33,1.95,5.907,1.74,108.72,1.463
1994-02-01,1.396,0.67,1.33,1.94,5.878,1.732,108.05,1.45
1994-02-02,1.399,0.67,1.33,1.943,5.888,1.734,108.03,1.453
1994-02-03,1.399,0.67,1.33,1.947,5.897,1.737,108.18,1.451
1994-02-04,1.4,0.68,1.33,1.963,5.937,1.752,108.98,1.457
1994-02-07,1.399,0.67,1.34,1.973,5.971,1.761,108.56,1.471
1994-02-08,1.393,0.68,1.34,1.975,5.979,1.763,108.66,1.48
1994-02-09,1.394,0.68,1.34,1.97,5.965,1.758,107.89,1.476
1994-02-10,1.393,0.68,1.34,1.965,5.959,1.754,108.45,1.478
1994-02-11,1.399,0.68,1.34,1.966,5.958,1.753,107.67,1.477
1994-02-14,1.405,0.68,1.35,1.955,5.923,1.743,104.08,1.471
1994-02-15,1.411,0.68,1.35,1.939,5.887,1.728,103.95,1.454
1994-02-16,1.405,0.68,1.35,1.934,5.873,1.724,103.8,1.455
1994-02-17,1.399,0.68,1.34,1.942,5.876,1.731,104.2,1.457
1994-02-18,1.402,0.68,1.34,1.928,5.842,1.719,104.15,1.451
1994-02-22,1.39,0.68,1.34,1.937,5.865,1.726,105.27,1.449
1994-02-23,1.38,0.68,1.34,1.941,5.874,1.729,105.8,1.454
1994-02-24,1.38,0.67,1.35,1.933,5.846,1.721,105.15,1.439
1994-02-25,1.387,0.67,1.35,1.919,5.808,1.709,104.63,1.429
1994-02-28,1.404,0.67,1.35,1.914,5.789,1.704,104.22,1.425
1994-03-01,1.399,0.67,1.35,1.923,5.83,1.712,104.8,1.44
1994-03-02,1.417,0.67,1.35,1.913,5.803,1.703,103.7,1.428
1994-03-03,1.416,0.67,1.36,1.918,5.807,1.708,103.73,1.433
1994-03-04,1.401,0.67,1.36,1.929,5.84,1.718,105.6,1.441
1994-03-07,1.391,0.67,1.36,1.929,5.835,1.718,105.73,1.439
1994-03-08,1.395,0.67,1.36,1.928,5.833,1.717,105.3,1.44
1994-03-09,1.4,0.67,1.35,1.922,5.809,1.709,105.88,1.436
1994-03-10,1.41,0.67,1.36,1.896,5.751,1.688,105.7,1.421
1994-03-11,1.408,0.67,1.36,1.885,5.701,1.677,105.05,1.417
1994-03-14,1.392,0.67,1.36,1.9,5.747,1.691,106,1.437
1994-03-15,1.393,0.67,1.36,1.904,5.762,1.694,105.97,1.439
1994-03-16,1.403,0.67,1.36,1.898,5.747,1.689,105.85,1.434
1994-03-17,1.404,0.67,1.37,1.894,5.739,1.685,105.82,1.434
1994-03-18,1.403,0.67,1.37,1.9,5.766,1.691,106.05,1.435
1994-03-21,1.411,0.67,1.36,1.909,5.794,1.698,106.25,1.437
1994-03-22,1.409,0.67,1.37,1.897,5.766,1.687,106,1.43
1994-03-23,1.408,0.67,1.36,1.896,5.761,1.686,106.4,1.429
1994-03-24,1.409,0.67,1.37,1.877,5.713,1.668,105.52,1.419
1994-03-25,1.406,0.67,1.38,1.876,5.714,1.667,104.85,1.417
1994-03-28,1.406,0.67,1.37,1.881,5.715,1.673,104.12,1.422
1994-03-29,1.419,0.67,1.38,1.884,5.732,1.675,103.45,1.426
1994-03-30,1.431,0.67,1.38,1.882,5.725,1.674,103.07,1.417
1994-03-31,1.426,0.67,1.38,1.874,5.7,1.668,102.4,1.41
1994-04-01,1.416,0.68,1.39,1.904,5.789,1.695,103.75,1.427
1994-04-04,1.418,0.68,1.4,1.907,5.797,1.698,103.3,1.428
1994-04-05,1.422,0.68,1.38,1.92,5.848,1.711,103.85,1.443
1994-04-06,1.419,0.68,1.38,1.925,5.869,1.715,104.45,1.449
1994-04-07,1.404,0.68,1.39,1.929,5.885,1.719,104.85,1.451
1994-04-08,1.381,0.68,1.38,1.922,5.865,1.711,105.02,1.444
1994-04-11,1.384,0.68,1.39,1.921,5.862,1.712,103.45,1.442
1994-04-12,1.382,0.68,1.38,1.93,5.878,1.72,103.62,1.45
1994-04-13,1.386,0.68,1.38,1.921,5.856,1.712,103.57,1.442
1994-04-14,1.383,0.68,1.38,1.919,5.847,1.709,104.15,1.445
1994-04-15,1.383,0.68,1.39,1.922,5.858,1.712,103.6,1.453
1994-04-18,1.394,0.68,1.39,1.93,5.882,1.719,103.4,1.458
1994-04-19,1.399,0.68,1.39,1.91,5.838,1.701,103.23,1.443
1994-04-20,1.396,0.67,1.39,1.904,5.818,1.695,103.3,1.44
1994-04-21,1.402,0.67,1.38,1.9,5.793,1.69,103.65,1.434
1994-04-22,1.392,0.67,1.38,1.904,5.808,1.694,103.6,1.438
1994-04-25,1.395,0.67,1.38,1.887,5.764,1.679,103.26,1.433
1994-04-26,1.388,0.67,1.37,1.887,5.765,1.679,102.95,1.433
1994-04-27,1.397,0.66,1.38,1.878,5.737,1.671,102.35,1.424
1994-04-28,1.404,0.66,1.38,1.872,5.72,1.667,101.77,1.42
1994-04-29,1.402,0.66,1.38,1.864,5.68,1.661,102.05,1.411
1994-05-02,1.405,0.66,1.38,1.85,5.64,1.647,101.79,1.4
1994-05-03,1.416,0.66,1.38,1.843,5.622,1.641,101.2,1.4
1994-05-04,1.405,0.67,1.39,1.863,5.681,1.659,102,1.411
1994-05-05,1.399,0.67,1.38,1.872,5.712,1.667,102.7,1.417
1994-05-06,1.398,0.67,1.38,1.867,5.702,1.663,102.72,1.415
1994-05-09,1.391,0.67,1.38,1.857,5.67,1.654,102.7,1.413
1994-05-10,1.381,0.67,1.38,1.877,5.728,1.672,104,1.43
1994-05-11,1.385,0.67,1.38,1.877,5.732,1.672,104.42,1.428
1994-05-12,1.394,0.67,1.38,1.879,5.722,1.668,104.23,1.427
1994-05-13,1.384,0.67,1.38,1.875,5.727,1.67,104.9,1.426
1994-05-16,1.377,0.67,1.38,1.88,5.74,1.674,104.8,1.426
1994-05-17,1.375,0.66,1.38,1.87,5.709,1.666,104.37,1.416
1994-05-18,1.374,0.66,1.38,1.86,5.669,1.657,103.55,1.408
1994-05-19,1.372,0.66,1.37,1.857,5.671,1.655,104.25,1.41
1994-05-20,1.372,0.66,1.38,1.848,5.633,1.647,103.97,1.406
1994-05-23,1.362,0.66,1.38,1.847,5.629,1.646,104.33,1.407
1994-05-24,1.36,0.66,1.38,1.855,5.658,1.654,104.9,1.414
1994-05-25,1.361,0.66,1.38,1.846,5.627,1.645,104.5,1.402
1994-05-26,1.366,0.66,1.39,1.844,5.618,1.644,104.45,1.404
1994-05-27,1.365,0.66,1.39,1.844,5.619,1.644,104.3,1.403
1994-05-31,1.354,0.66,1.38,1.845,5.624,1.645,104.74,1.403
1994-06-01,1.351,0.66,1.39,1.844,5.624,1.645,104.7,1.401
1994-06-02,1.356,0.66,1.39,1.854,5.646,1.654,104.98,1.405
1994-06-03,1.355,0.66,1.38,1.871,5.699,1.668,105.38,1.417
1994-06-06,1.361,0.66,1.37,1.87,5.688,1.668,105.25,1.415
1994-06-07,1.363,0.66,1.37,1.869,5.694,1.667,104.9,1.413
1994-06-08,1.363,0.66,1.38,1.873,5.688,1.671,104.05,1.413
1994-06-09,1.361,0.66,1.37,1.877,5.697,1.675,104.45,1.416
1994-06-10,1.362,0.66,1.37,1.868,5.663,1.666,103.7,1.406
1994-06-13,1.36,0.66,1.38,1.852,5.618,1.647,103,1.388
1994-06-14,1.372,0.66,1.39,1.841,5.609,1.644,102.5,1.384
1994-06-15,1.368,0.66,1.39,1.832,5.583,1.636,102.78,1.374
1994-06-16,1.369,0.66,1.39,1.829,5.57,1.632,103.28,1.372
1994-06-17,1.366,0.65,1.39,1.806,5.515,1.612,102.75,1.359
1994-06-20,1.355,0.65,1.39,1.794,5.468,1.601,101.9,1.35
1994-06-21,1.344,0.65,1.38,1.786,5.449,1.593,101.78,1.345
1994-06-22,1.353,0.65,1.39,1.8,5.495,1.606,101.17,1.352
1994-06-23,1.365,0.65,1.39,1.794,5.477,1.601,101.1,1.348
1994-06-24,1.374,0.64,1.39,1.778,5.442,1.587,100.5,1.332
1994-06-27,1.387,0.65,1.39,1.77,5.408,1.578,100.05,1.321
1994-06-28,1.385,0.64,1.39,1.773,5.42,1.581,100.03,1.328
1994-06-29,1.38,0.65,1.38,1.777,5.428,1.584,98.82,1.332
1994-06-30,1.368,0.65,1.38,1.777,5.436,1.585,98.51,1.333
1994-07-01,1.372,0.65,1.38,1.786,5.457,1.593,98.51,1.336
1994-07-05,1.377,0.65,1.39,1.777,5.427,1.584,98.87,1.329
1994-07-06,1.377,0.64,1.38,1.761,5.39,1.569,98.23,1.321
1994-07-07,1.374,0.65,1.39,1.766,5.4,1.574,98.86,1.325
1994-07-08,1.372,0.65,1.39,1.757,5.384,1.566,98.1,1.322
1994-07-11,1.367,0.64,1.39,1.723,5.28,1.536,97.37,1.296
1994-07-12,1.361,0.64,1.38,1.707,5.222,1.522,96.81,1.285
1994-07-13,1.357,0.64,1.38,1.721,5.263,1.536,97.9,1.296
1994-07-14,1.362,0.64,1.38,1.737,5.307,1.549,98.4,1.308
1994-07-15,1.364,0.64,1.38,1.748,5.344,1.557,98.1,1.313
1994-07-18,1.368,0.64,1.38,1.734,5.306,1.546,98.51,1.306
1994-07-19,1.365,0.64,1.38,1.757,5.365,1.566,99.2,1.322
1994-07-20,1.361,0.65,1.38,1.752,5.355,1.562,98.55,1.32
1994-07-21,1.361,0.65,1.38,1.767,5.398,1.575,98.55,1.332
1994-07-22,1.352,0.65,1.38,1.786,5.446,1.592,98.55,1.35
1994-07-25,1.346,0.65,1.38,1.785,5.434,1.591,98.95,1.35
1994-07-26,1.345,0.66,1.38,1.781,5.415,1.587,98.03,1.349
1994-07-27,1.354,0.65,1.38,1.768,5.385,1.576,98.18,1.336
1994-07-28,1.359,0.65,1.38,1.776,5.408,1.582,99.18,1.341
1994-07-29,1.353,0.65,1.38,1.781,5.42,1.588,100.05,1.345
1994-08-01,1.356,0.65,1.39,1.771,5.394,1.578,99.35,1.332
1994-08-02,1.361,0.65,1.39,1.774,5.4,1.579,100.37,1.334
1994-08-03,1.365,0.65,1.39,1.775,5.406,1.581,100.42,1.335
1994-08-04,1.36,0.65,1.39,1.776,5.412,1.582,100.2,1.336
1994-08-05,1.349,0.65,1.39,1.775,5.414,1.58,100.37,1.335
1994-08-08,1.351,0.65,1.38,1.775,5.412,1.58,101.33,1.332
1994-08-09,1.35,0.65,1.37,1.778,5.417,1.582,101.2,1.334
1994-08-10,1.346,0.65,1.38,1.772,5.402,1.577,101.2,1.327
1994-08-11,1.341,0.65,1.38,1.772,5.408,1.578,100.85,1.328
1994-08-12,1.349,0.65,1.38,1.751,5.352,1.559,100.27,1.31
1994-08-15,1.35,0.65,1.38,1.742,5.323,1.551,100.1,1.303
1994-08-16,1.351,0.65,1.38,1.742,5.324,1.551,100.31,1.301
1994-08-17,1.349,0.65,1.38,1.747,5.334,1.556,100.31,1.308
1994-08-18,1.352,0.65,1.38,1.737,5.309,1.547,98.85,1.299
1994-08-19,1.355,0.65,1.38,1.729,5.28,1.54,98.57,1.293
1994-08-22,1.36,0.64,1.38,1.719,5.247,1.531,98.01,1.289
1994-08-23,1.36,0.64,1.38,1.728,5.276,1.539,98.4,1.298
1994-08-24,1.35,0.64,1.37,1.734,5.294,1.546,98.62,1.302
1994-08-25,1.344,0.64,1.37,1.737,5.301,1.547,99.71,1.307
1994-08-26,1.343,0.65,1.37,1.76,5.367,1.567,100.4,1.324
1994-08-29,1.348,0.65,1.37,1.773,5.406,1.579,100.05,1.337
1994-08-30,1.346,0.65,1.37,1.771,5.4,1.578,99.63,1.333
1994-08-31,1.343,0.65,1.37,1.771,5.408,1.58,100.11,1.332
1994-09-01,1.346,0.65,1.37,1.766,5.391,1.574,99.63,1.324
1994-09-02,1.348,0.65,1.37,1.747,5.329,1.557,99.2,1.309
1994-09-06,1.351,0.65,1.37,1.732,5.296,1.544,98.77,1.295
1994-09-07,1.345,0.65,1.37,1.737,5.312,1.549,99.25,1.296
1994-09-08,1.342,0.65,1.37,1.747,5.34,1.558,99.48,1.306
1994-09-09,1.342,0.65,1.37,1.726,5.272,1.539,99.2,1.283
1994-09-12,1.345,0.64,1.37,1.728,5.278,1.541,99,1.282
1994-09-13,1.344,0.64,1.35,1.736,5.294,1.548,98.96,1.292
1994-09-14,1.349,0.64,1.35,1.726,5.268,1.54,99.05,1.278
1994-09-15,1.345,0.64,1.35,1.736,5.289,1.548,99.45,1.285
1994-09-16,1.344,0.63,1.35,1.72,5.252,1.535,98.72,1.274
1994-09-19,1.346,0.64,1.35,1.741,5.306,1.552,98.58,1.288
1994-09-20,1.347,0.64,1.34,1.742,5.307,1.555,97.79,1.287
1994-09-21,1.339,0.63,1.34,1.735,5.29,1.548,97.92,1.283
1994-09-22,1.359,0.63,1.34,1.735,5.291,1.547,98.05,1.285
1994-09-23,1.353,0.63,1.35,1.73,5.278,1.544,97.7,1.284
1994-09-26,1.352,0.64,1.35,1.743,5.312,1.556,98.65,1.288
1994-09-27,1.353,0.63,1.35,1.736,5.287,1.549,98.37,1.284
1994-09-28,1.351,0.63,1.34,1.745,5.287,1.55,98.77,1.285
1994-09-29,1.351,0.63,1.34,1.734,5.28,1.548,98.67,1.285
1994-09-30,1.351,0.63,1.34,1.737,5.292,1.551,99.05,1.287
1994-10-03,1.35,0.63,1.35,1.741,5.304,1.555,99.5,1.293
1994-10-04,1.355,0.63,1.35,1.737,5.296,1.551,99.65,1.289
1994-10-05,1.353,0.63,1.35,1.728,5.272,1.543,99.47,1.278
1994-10-06,1.352,0.63,1.35,1.73,5.279,1.545,99.65,1.281
1994-10-07,1.356,0.63,1.35,1.73,5.284,1.545,100.37,1.282
1994-10-11,1.36,0.63,1.34,1.734,5.295,1.548,100.5,1.291
1994-10-12,1.359,0.63,1.35,1.728,5.278,1.543,99.95,1.287
1994-10-13,1.356,0.63,1.35,1.727,5.28,1.541,99.75,1.284
1994-10-14,1.361,0.63,1.35,1.703,5.21,1.52,98.43,1.263
1994-10-17,1.361,0.62,1.36,1.682,5.153,1.501,97.68,1.249
1994-10-18,1.356,0.62,1.36,1.683,5.155,1.502,97.79,1.249
1994-10-19,1.36,0.62,1.35,1.684,5.154,1.503,97.3,1.246
1994-10-20,1.358,0.62,1.36,1.683,5.147,1.502,97.2,1.247
1994-10-21,1.367,0.62,1.35,1.68,5.138,1.499,97.37,1.248
1994-10-24,1.358,0.61,1.35,1.678,5.133,1.497,97.2,1.247
1994-10-25,1.358,0.61,1.35,1.673,5.112,1.492,96.95,1.245
1994-10-26,1.348,0.61,1.35,1.677,5.117,1.496,97.05,1.251
1994-10-27,1.345,0.61,1.35,1.679,5.125,1.497,96.95,1.252
1994-10-28,1.346,0.62,1.35,1.693,5.169,1.51,97.4,1.261
1994-10-31,1.348,0.61,1.35,1.687,5.15,1.504,96.9,1.255
1994-11-01,1.35,0.61,1.35,1.678,5.121,1.497,96.77,1.248
1994-11-02,1.347,0.61,1.36,1.686,5.158,1.504,97,1.254
1994-11-03,1.347,0.62,1.36,1.708,5.228,1.524,98.2,1.274
1994-11-04,1.335,0.62,1.36,1.706,5.217,1.522,97.65,1.272
1994-11-07,1.325,0.62,1.36,1.697,5.196,1.514,97.24,1.267
1994-11-08,1.329,0.62,1.36,1.69,5.179,1.507,96.93,1.259
1994-11-09,1.322,0.62,1.35,1.714,5.256,1.529,97.78,1.28
1994-11-10,1.325,0.63,1.36,1.72,5.271,1.533,97.92,1.287
1994-11-14,1.331,0.63,1.36,1.731,5.303,1.541,98.07,1.294
1994-11-15,1.328,0.63,1.36,1.732,5.31,1.545,98.28,1.3
1994-11-16,1.332,0.64,1.37,1.739,5.327,1.552,98.37,1.306
1994-11-17,1.327,0.63,1.37,1.733,5.316,1.546,98.1,1.298
1994-11-18,1.32,0.64,1.37,1.744,5.34,1.555,98.5,1.319
1994-11-21,1.313,0.64,1.37,1.748,5.357,1.56,98.41,1.322
1994-11-22,1.311,0.64,1.38,1.743,5.341,1.555,98.19,1.32
1994-11-23,1.316,0.64,1.37,1.74,5.33,1.552,98.27,1.314
1994-11-25,1.316,0.64,1.38,1.748,5.359,1.56,98.75,1.323
1994-11-28,1.312,0.64,1.38,1.753,5.372,1.565,98.59,1.328
1994-11-29,1.31,0.64,1.38,1.755,5.375,1.567,98.95,1.326
1994-11-30,1.301,0.64,1.38,1.756,5.379,1.569,98.91,1.325
1994-12-01,1.302,0.64,1.38,1.762,5.398,1.574,99.4,1.331
1994-12-02,1.3,0.64,1.37,1.766,5.41,1.577,100.39,1.331
1994-12-05,1.299,0.64,1.37,1.761,5.398,1.572,100.32,1.327
1994-12-06,1.3,0.64,1.37,1.764,5.407,1.575,100.35,1.33
1994-12-07,1.299,0.64,1.38,1.761,5.401,1.572,100.13,1.328
1994-12-08,1.3,0.64,1.38,1.767,5.417,1.577,100.41,1.337
1994-12-09,1.292,0.64,1.38,1.768,5.419,1.578,100.22,1.339
1994-12-12,1.292,0.64,1.39,1.762,5.412,1.574,100.04,1.334
1994-12-13,1.29,0.64,1.39,1.76,5.414,1.571,100.32,1.331
1994-12-14,1.289,0.64,1.39,1.76,5.417,1.571,100.3,1.33
1994-12-15,1.286,0.64,1.39,1.759,5.415,1.571,100.26,1.326
1994-12-16,1.29,0.64,1.39,1.761,5.42,1.573,100.28,1.331
1994-12-19,1.288,0.64,1.39,1.761,5.426,1.574,100.15,1.331
1994-12-20,1.29,0.64,1.39,1.761,5.42,1.573,100.32,1.33
1994-12-21,1.29,0.64,1.39,1.758,5.425,1.571,100.23,1.326
1994-12-22,1.289,0.65,1.4,1.767,5.451,1.578,100.45,1.333
1994-12-23,1.287,0.65,1.4,1.769,5.454,1.58,100.22,1.334
1994-12-27,1.288,0.65,1.4,1.765,5.447,1.577,100.46,1.331
1994-12-28,1.286,0.65,1.4,1.76,5.432,1.571,100.33,1.329
1994-12-29,1.288,0.64,1.41,1.736,5.351,1.55,99.65,1.31
1994-12-30,1.29,0.64,1.4,1.736,5.345,1.55,99.6,1.31
1995-01-03,1.298,0.64,1.4,1.742,5.36,1.555,100.52,1.313
1995-01-04,1.301,0.64,1.4,1.749,5.376,1.561,101.4,1.313
1995-01-05,1.303,0.64,1.4,1.74,5.353,1.552,100.97,1.304
1995-01-06,1.305,0.64,1.4,1.749,5.387,1.56,101.37,1.31
1995-01-09,1.312,0.64,1.41,1.733,5.334,1.546,100.33,1.295
1995-01-10,1.304,0.64,1.41,1.727,5.317,1.54,100.4,1.289
1995-01-11,1.298,0.64,1.41,1.722,5.305,1.536,99.9,1.287
1995-01-12,1.305,0.64,1.42,1.713,5.285,1.527,98.8,1.281
1995-01-13,1.321,0.64,1.41,1.723,5.305,1.536,98.77,1.291
1995-01-17,1.318,0.64,1.42,1.718,5.292,1.531,99,1.287
1995-01-18,1.315,0.64,1.42,1.715,5.288,1.53,99.55,1.289
1995-01-19,1.306,0.63,1.42,1.708,5.261,1.523,99.43,1.282
1995-01-20,1.301,0.63,1.42,1.697,5.238,1.513,99.4,1.272
1995-01-23,1.303,0.63,1.42,1.696,5.234,1.512,99.75,1.27
1995-01-24,1.299,0.63,1.41,1.697,5.239,1.513,99.64,1.271
1995-01-25,1.308,0.63,1.41,1.7,5.25,1.516,99.6,1.276
1995-01-26,1.306,0.63,1.41,1.697,5.24,1.514,99.31,1.274
1995-01-27,1.312,0.63,1.42,1.699,5.258,1.516,99.35,1.275
1995-01-30,1.318,0.63,1.42,1.687,5.219,1.504,98.4,1.268
1995-01-31,1.32,0.63,1.41,1.708,5.285,1.523,99.43,1.285
1995-02-01,1.318,0.63,1.41,1.708,5.278,1.524,99.4,1.289
1995-02-02,1.318,0.63,1.41,1.703,5.265,1.519,99.5,1.284
1995-02-03,1.329,0.64,1.4,1.71,5.298,1.526,99.75,1.291
1995-02-06,1.331,0.64,1.4,1.716,5.299,1.531,99.3,1.295
1995-02-07,1.34,0.64,1.4,1.722,5.312,1.536,99.42,1.302
1995-02-08,1.344,0.64,1.4,1.718,5.3,1.533,98.98,1.297
1995-02-09,1.344,0.64,1.4,1.713,5.289,1.528,98.85,1.293
1995-02-10,1.342,0.64,1.4,1.707,5.266,1.522,98.86,1.285
1995-02-13,1.344,0.64,1.4,1.705,5.266,1.521,98.66,1.284
1995-02-14,1.344,0.64,1.4,1.697,5.247,1.514,98.65,1.278
1995-02-15,1.339,0.64,1.4,1.695,5.246,1.512,98.52,1.279
1995-02-16,1.341,0.63,1.41,1.672,5.19,1.492,97.55,1.259
1995-02-17,1.356,0.63,1.41,1.669,5.174,1.489,97.48,1.259
1995-02-21,1.349,0.63,1.4,1.656,5.15,1.477,97.3,1.248
1995-02-22,1.355,0.63,1.4,1.65,5.14,1.471,97.03,1.249
1995-02-23,1.358,0.63,1.39,1.648,5.14,1.47,96.8,1.25
1995-02-24,1.356,0.63,1.39,1.646,5.16,1.467,97.1,1.248
1995-02-27,1.352,0.63,1.4,1.634,5.13,1.457,96.75,1.236
1995-02-28,1.355,0.63,1.39,1.634,5.13,1.457,96.6,1.233
1995-03-01,1.361,0.63,1.4,1.643,5.144,1.465,96.75,1.241
1995-03-02,1.357,0.63,1.4,1.636,5.128,1.459,95.81,1.237
1995-03-03,1.355,0.62,1.4,1.61,5.057,1.435,94.4,1.216
1995-03-06,1.353,0.61,1.42,1.569,4.957,1.399,92.6,1.17
1995-03-07,1.354,0.61,1.42,1.542,4.922,1.374,90.85,1.145
1995-03-08,1.353,0.62,1.41,1.564,4.96,1.394,91.27,1.164
1995-03-09,1.35,0.62,1.41,1.563,4.958,1.394,90.57,1.161
1995-03-10,1.343,0.63,1.41,1.585,5.023,1.412,91.23,1.179
1995-03-13,1.34,0.63,1.41,1.579,5.02,1.408,90.5,1.174
1995-03-14,1.344,0.63,1.42,1.586,5.013,1.413,90.97,1.177
1995-03-15,1.341,0.62,1.42,1.555,4.936,1.386,89.4,1.149
1995-03-16,1.34,0.63,1.41,1.568,4.972,1.397,90.3,1.164
1995-03-17,1.362,0.63,1.42,1.554,4.954,1.386,89.19,1.151
1995-03-20,1.382,0.63,1.41,1.572,4.99,1.401,89.42,1.164
1995-03-21,1.377,0.63,1.4,1.589,5.003,1.417,89.38,1.177
1995-03-22,1.379,0.63,1.4,1.577,4.975,1.406,88.92,1.168
1995-03-23,1.379,0.63,1.41,1.578,4.976,1.407,88.31,1.167
1995-03-24,1.373,0.63,1.4,1.601,4.995,1.419,89.1,1.176
1995-03-27,1.379,0.63,1.4,1.576,4.944,1.406,89.07,1.16
1995-03-28,1.375,0.62,1.4,1.56,4.918,1.392,89.22,1.15
1995-03-29,1.381,0.62,1.4,1.55,4.876,1.384,88.31,1.141
1995-03-30,1.374,0.63,1.4,1.581,4.912,1.412,89.53,1.171
1995-03-31,1.365,0.62,1.4,1.543,4.81,1.379,86.85,1.133
1995-04-03,1.365,0.62,1.4,1.539,4.819,1.374,86.25,1.124
1995-04-04,1.365,0.62,1.39,1.55,4.85,1.384,86.36,1.137
1995-04-05,1.353,0.62,1.39,1.546,4.834,1.381,86.25,1.132
1995-04-06,1.351,0.62,1.4,1.541,4.791,1.376,85.47,1.128
1995-04-07,1.35,0.62,1.39,1.55,4.809,1.384,84.32,1.135
1995-04-10,1.35,0.63,1.38,1.579,4.9,1.41,83.1,1.161
1995-04-11,1.35,0.63,1.38,1.57,4.887,1.402,83.8,1.153
1995-04-12,1.346,0.63,1.38,1.582,4.893,1.404,84,1.156
1995-04-13,1.352,0.62,1.37,1.557,4.852,1.39,83.59,1.15
1995-04-14,1.351,0.62,1.37,1.558,4.858,1.391,83.35,1.152
1995-04-17,1.348,0.62,1.37,1.534,4.79,1.37,82.1,1.129
1995-04-18,1.349,0.62,1.37,1.529,4.806,1.365,81.4,1.126
1995-04-19,1.36,0.62,1.37,1.519,4.824,1.357,81.12,1.117
1995-04-20,1.361,0.62,1.37,1.546,4.881,1.381,82.95,1.143
1995-04-21,1.365,0.62,1.37,1.54,4.884,1.375,82.92,1.136
1995-04-24,1.37,0.62,1.37,1.54,4.853,1.375,83.26,1.138
1995-04-25,1.376,0.62,1.37,1.532,4.822,1.368,81.95,1.132
1995-04-26,1.377,0.62,1.36,1.544,4.864,1.378,83.98,1.14
1995-04-27,1.374,0.62,1.36,1.541,4.875,1.376,83.58,1.135
1995-04-28,1.375,0.62,1.36,1.552,4.916,1.386,84.04,1.146
1995-05-01,1.373,0.62,1.36,1.557,4.95,1.39,83.53,1.146
1995-05-02,1.371,0.62,1.36,1.544,4.92,1.379,83.69,1.135
1995-05-03,1.364,0.62,1.36,1.539,4.893,1.374,83.45,1.133
1995-05-04,1.35,0.62,1.36,1.533,4.876,1.369,83.62,1.129
1995-05-05,1.348,0.63,1.35,1.537,4.896,1.372,84.03,1.132
1995-05-08,1.354,0.62,1.36,1.527,4.838,1.364,83,1.125
1995-05-09,1.371,0.63,1.36,1.537,4.85,1.373,82.95,1.132
1995-05-10,1.372,0.63,1.36,1.559,4.881,1.392,83.87,1.154
1995-05-11,1.365,0.64,1.35,1.588,4.992,1.429,85.8,1.19
1995-05-12,1.35,0.64,1.35,1.62,5.062,1.447,87,1.205
1995-05-15,1.364,0.64,1.36,1.618,5.061,1.445,86.86,1.209
1995-05-16,1.375,0.64,1.36,1.608,5.058,1.436,86.2,1.199
1995-05-17,1.369,0.64,1.36,1.608,5.109,1.437,86.73,1.201
1995-05-18,1.394,0.64,1.36,1.631,5.168,1.457,87.43,1.218
1995-05-19,1.399,0.64,1.36,1.612,5.106,1.44,86.77,1.201
1995-05-22,1.393,0.63,1.37,1.612,5.106,1.44,87.47,1.199
1995-05-23,1.391,0.64,1.37,1.619,5.134,1.447,87.38,1.205
1995-05-24,1.395,0.63,1.37,1.61,5.11,1.439,87.15,1.2
1995-05-25,1.39,0.62,1.37,1.572,4.986,1.404,85.05,1.165
1995-05-26,1.391,0.62,1.37,1.544,4.86,1.379,82.85,1.138
1995-05-30,1.388,0.62,1.37,1.554,4.9,1.388,83,1.144
1995-05-31,1.391,0.63,1.37,1.583,4.957,1.414,84.65,1.168
1995-06-01,1.398,0.63,1.37,1.586,4.984,1.418,84.95,1.171
